investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000035,2024-11-11,119092,SIP,836,Gujarat,Ahmedabad,T30,26-35,Male,20.9,Cheque,Verified
INV002904,2024-11-11,119599,SIP,1639,West Bengal,Kolkata,T30,36-45,Male,52.2,Mandate,Verified
INV003823,2024-11-11,120842,SIP,2016,Madhya Pradesh,Indore,T30,26-35,Male,10.5,UPI,Verified
INV004659,2024-11-11,100033,LUMPSUM,170135,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,Verified
INV004450,2024-11-11,101206,SIP,53523,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Cheque,Verified
INV004727,2024-11-11,125498,SIP,569,Madhya Pradesh,Indore,T30,36-45,Male,58.8,Cheque,Verified
INV004403,2024-11-11,118632,SIP,2207,West Bengal,Kolkata,T30,26-35,Male,17.6,UPI,Verified
INV003724,2024-11-11,120843,LUMPSUM,369462,Punjab,Amritsar,B30,56+,Male,52.5,Cheque,Verified
INV003771,2024-11-11,120504,SIP,13420,Telangana,Hyderabad,T30,46-55,Male,47.6,Net Banking,Verified
INV003211,2024-11-11,120504,LUMPSUM,105963,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,Cheque,Verified
INV003050,2024-11-11,149323,LUMPSUM,58455,Maharashtra,Mumbai,T30,18-25,Male,7.2,Cheque,Verified
INV001644,2024-11-11,120506,LUMPSUM,376265,Madhya Pradesh,Bhopal,B30,18-25,Female,6.7,Cheque,Pending
INV000904,2024-11-11,120843,REDEMPTION,343825,West Bengal,Kolkata,T30,36-45,Male,55.0,UPI,Verified
INV003450,2024-11-11,120842,SIP,934,Maharashtra,Nashik,B30,18-25,Female,4.2,Cheque,Pending
INV003530,2024-11-11,118636,SIP,26640,Maharashtra,Pune,T30,26-35,Male,9.4,Net Banking,Verified
INV002153,2024-11-11,125498,SIP,570,Maharashtra,Nashik,B30,18-25,Female,3.5,Cheque,Verified
INV000772,2024-11-11,100033,SIP,5203,Karnataka,Bangalore,T30,56+,Female,16.1,Net Banking,Verified
INV001213,2024-11-11,101208,REDEMPTION,465087,Punjab,Amritsar,B30,36-45,Male,57.7,Cheque,Pending
INV000507,2024-11-11,118634,SIP,4014,Gujarat,Ahmedabad,T30,36-45,Male,44.1,Cheque,Verified
INV001683,2024-11-12,120843,SIP,6994,Haryana,Gurugram,T30,26-35,Male,8.7,Net Banking,Verified
INV004984,2024-11-12,102887,SIP,400,Uttar Pradesh,Agra,B30,46-55,Female,78.8,UPI,Pending
INV000279,2024-11-12,119093,SIP,2794,Gujarat,Ahmedabad,T30,26-35,Male,12.4,Mandate,Verified
INV001383,2024-11-12,119552,SIP,2104,Maharashtra,Pune,T30,26-35,Male,18.6,Cheque,Verified
INV003720,2024-11-12,102886,REDEMPTION,214237,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Net Banking,Verified
INV000914,2024-11-12,119599,SIP,10567,Karnataka,Mysore,B30,18-25,Male,3.8,Mandate,Verified
INV004756,2024-11-12,148568,SIP,26712,Gujarat,Surat,T30,46-55,Male,41.1,Net Banking,Verified
INV000925,2024-11-12,148569,REDEMPTION,241607,Karnataka,Mysore,B30,18-25,Male,3.6,UPI,Verified
INV002332,2024-11-12,102886,REDEMPTION,26593,Punjab,Chandigarh,T30,26-35,Female,13.4,Cheque,Pending
INV001304,2024-11-12,120844,SIP,45464,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Mandate,Verified
INV002314,2024-11-12,102886,REDEMPTION,75468,Tamil Nadu,Chennai,T30,18-25,Male,3.9,Cheque,Verified
INV001310,2024-11-12,120844,REDEMPTION,89510,Telangana,Hyderabad,T30,46-55,Male,83.6,UPI,Verified
INV004356,2024-11-12,100025,REDEMPTION,528957,West Bengal,Kolkata,T30,36-45,Male,37.3,UPI,Verified
INV000657,2024-11-12,120844,REDEMPTION,80985,Tamil Nadu,Coimbatore,B30,26-35,Female,11.4,Mandate,Verified
INV000226,2024-11-12,119092,SIP,936,West Bengal,Kolkata,T30,36-45,Female,39.3,Net Banking,Verified
INV001062,2024-11-12,120507,SIP,7413,Karnataka,Bangalore,T30,26-35,Male,21.1,UPI,Verified
INV001223,2024-11-12,119094,SIP,571,Punjab,Amritsar,B30,56+,Male,46.0,Mandate,Pending
INV001333,2024-11-12,120505,SIP,2996,Haryana,Faridabad,B30,26-35,Female,19.0,Cheque,Verified
INV000354,2024-11-12,120506,REDEMPTION,374541,Telangana,Hyderabad,T30,26-35,Male,21.2,Net Banking,Verified
INV004763,2024-11-12,120505,SIP,1129,Karnataka,Bangalore,T30,46-55,Female,19.6,Mandate,Verified
INV004353,2024-11-12,125498,LUMPSUM,124170,Uttar Pradesh,Agra,B30,56+,Male,31.2,UPI,Verified
INV003146,2024-11-12,119599,SIP,25725,Rajasthan,Udaipur,B30,26-35,Male,20.2,Mandate,Verified
INV002881,2024-11-12,118636,SIP,5138,Uttar Pradesh,Agra,B30,26-35,Female,11.4,Mandate,Verified
INV003533,2024-11-12,118634,SIP,845,Telangana,Hyderabad,T30,56+,Female,11.4,Net Banking,Verified
INV004812,2024-11-12,119551,SIP,17066,Punjab,Amritsar,B30,18-25,Male,4.4,Cheque,Verified
INV004293,2024-11-12,148568,SIP,55656,Rajasthan,Jaipur,T30,36-45,Male,54.9,Net Banking,Verified
INV001021,2024-11-12,119599,SIP,8568,Maharashtra,Mumbai,T30,56+,Male,50.5,Cheque,Verified
INV002110,2024-11-12,119598,SIP,9617,Haryana,Faridabad,B30,26-35,Female,20.8,Net Banking,Verified
INV003619,2024-11-12,100016,REDEMPTION,438774,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,Pending
INV000388,2024-11-12,119120,SIP,10858,Maharashtra,Nashik,B30,36-45,Male,33.6,UPI,Pending
INV004511,2024-11-12,120506,SIP,537,Gujarat,Ahmedabad,T30,46-55,Female,43.6,UPI,Verified
INV000507,2024-11-12,118634,SIP,22850,Gujarat,Ahmedabad,T30,36-45,Male,44.1,Cheque,Verified
INV001574,2024-11-12,120842,LUMPSUM,444151,Maharashtra,Mumbai,T30,36-45,Female,35.7,Mandate,Verified
INV000012,2024-11-12,118634,SIP,3243,Uttar Pradesh,Kanpur,B30,46-55,Male,51.6,Mandate,Verified
INV004073,2024-11-12,100033,SIP,7114,Gujarat,Surat,T30,46-55,Female,32.6,Cheque,Verified
INV003940,2024-11-12,119598,SIP,1042,West Bengal,Kolkata,T30,36-45,Male,21.6,Mandate,Verified
INV003568,2024-11-12,148569,REDEMPTION,43917,Tamil Nadu,Chennai,T30,18-25,Female,5.3,Mandate,Pending
INV003581,2024-11-12,102886,SIP,1973,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,Cheque,Verified
INV001219,2024-11-12,149323,SIP,2004,West Bengal,Kolkata,T30,26-35,Male,18.4,Mandate,Verified
INV003820,2024-11-12,119094,REDEMPTION,356856,Tamil Nadu,Chennai,T30,56+,Male,61.2,Net Banking,Verified
INV001124,2024-11-12,148567,LUMPSUM,41798,Madhya Pradesh,Indore,T30,36-45,Male,39.0,UPI,Verified
INV002604,2024-11-12,101208,SIP,2425,Maharashtra,Mumbai,T30,36-45,Female,25.5,UPI,Verified
INV001376,2024-11-12,148569,SIP,908,Gujarat,Surat,T30,26-35,Male,15.8,UPI,Verified
INV002610,2024-11-12,125497,LUMPSUM,329412,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Mandate,Verified
INV000175,2024-11-12,101208,SIP,4186,Karnataka,Bangalore,T30,26-35,Male,17.3,UPI,Pending
INV002114,2024-11-12,149323,REDEMPTION,338168,Rajasthan,Udaipur,B30,18-25,Female,5.5,Net Banking,Verified
INV004847,2024-11-12,120507,LUMPSUM,328205,Maharashtra,Pune,T30,26-35,Female,7.0,Cheque,Verified
INV003144,2024-11-12,120843,LUMPSUM,363183,Haryana,Gurugram,T30,36-45,Female,38.0,Cheque,Verified
INV002192,2024-11-12,119093,SIP,1791,Uttar Pradesh,Lucknow,T30,18-25,Male,6.9,UPI,Verified
INV002322,2024-11-12,120504,LUMPSUM,309296,Tamil Nadu,Chennai,T30,18-25,Male,3.3,Net Banking,Pending
INV001775,2024-11-12,100033,SIP,2194,Uttar Pradesh,Kanpur,B30,26-35,Female,8.3,Net Banking,Verified
INV003747,2024-11-12,125497,SIP,15326,Madhya Pradesh,Indore,T30,26-35,Female,21.7,UPI,Verified
INV004680,2024-11-12,118636,SIP,5697,Punjab,Chandigarh,T30,36-45,Male,26.8,Net Banking,Verified
INV003240,2024-11-12,149323,REDEMPTION,363996,Haryana,Gurugram,T30,26-35,Male,21.7,Cheque,Verified
INV003766,2024-11-12,100033,SIP,2700,West Bengal,Kolkata,T30,36-45,Male,52.3,Cheque,Verified
INV002291,2024-11-12,101206,SIP,814,Telangana,Hyderabad,T30,26-35,Male,8.2,Cheque,Verified
INV004289,2024-11-12,119552,SIP,4738,Karnataka,Bangalore,T30,26-35,Male,14.8,Cheque,Verified
INV002950,2024-11-12,148567,SIP,1082,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Cheque,Verified
INV000045,2024-11-12,119095,SIP,26088,Uttar Pradesh,Lucknow,T30,36-45,Male,26.2,Net Banking,Verified
INV000691,2024-11-12,149323,LUMPSUM,145261,Tamil Nadu,Chennai,T30,18-25,Female,7.8,UPI,Verified
INV004147,2024-11-12,100025,SIP,17357,Madhya Pradesh,Bhopal,B30,26-35,Female,10.1,Cheque,Verified
INV000091,2024-11-12,120504,LUMPSUM,30874,Haryana,Gurugram,T30,26-35,Male,14.6,Cheque,Verified
INV001249,2024-11-12,125497,SIP,53270,Maharashtra,Mumbai,T30,26-35,Female,16.4,UPI,Verified
INV001023,2024-11-12,118632,SIP,7034,Gujarat,Ahmedabad,T30,36-45,Male,27.1,UPI,Verified
INV000711,2024-11-12,101208,REDEMPTION,350703,Karnataka,Bangalore,T30,56+,Male,28.3,Mandate,Verified
INV000793,2024-11-12,149324,SIP,6404,West Bengal,Kolkata,T30,26-35,Female,8.4,UPI,Pending
INV002701,2024-11-12,102885,SIP,436,Rajasthan,Jaipur,T30,26-35,Male,11.6,Cheque,Pending
INV003943,2024-11-12,120505,LUMPSUM,249967,Telangana,Hyderabad,T30,46-55,Male,46.2,UPI,Verified
INV004818,2024-11-12,120505,LUMPSUM,207568,Maharashtra,Pune,T30,26-35,Male,23.5,Mandate,Pending
INV001122,2024-11-12,101206,SIP,418,Maharashtra,Mumbai,T30,46-55,Female,18.3,Mandate,Verified
INV000990,2024-11-12,120504,SIP,3291,West Bengal,Kolkata,T30,56+,Male,32.4,Mandate,Verified
INV002666,2024-11-12,120843,SIP,2633,Madhya Pradesh,Bhopal,B30,46-55,Female,93.7,Cheque,Verified
INV002041,2024-11-12,101206,SIP,4564,Madhya Pradesh,Indore,T30,26-35,Male,21.9,UPI,Verified
INV004569,2024-11-12,148567,LUMPSUM,384628,Tamil Nadu,Coimbatore,B30,36-45,Male,47.3,Net Banking,Verified
INV004819,2024-11-12,118633,SIP,452,Telangana,Hyderabad,T30,26-35,Female,14.8,Mandate,Pending
INV004896,2024-11-13,148568,SIP,2513,Uttar Pradesh,Agra,B30,18-25,Female,3.5,UPI,Verified
INV004333,2024-11-13,120503,SIP,6434,Telangana,Hyderabad,T30,36-45,Female,14.8,Mandate,Verified
INV002950,2024-11-13,100033,SIP,23314,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Cheque,Verified
INV004388,2024-11-13,120507,REDEMPTION,450112,Gujarat,Surat,T30,26-35,Female,10.3,Mandate,Verified
INV000709,2024-11-13,119120,REDEMPTION,488966,Telangana,Hyderabad,T30,26-35,Female,13.6,UPI,Verified
INV002114,2024-11-13,119095,LUMPSUM,21198,Rajasthan,Udaipur,B30,18-25,Female,5.5,Cheque,Verified
INV004537,2024-11-13,119551,SIP,7586,Delhi,New Delhi,T30,18-25,Female,5.9,Mandate,Verified
INV001179,2024-11-13,120844,LUMPSUM,44704,Madhya Pradesh,Bhopal,B30,26-35,Male,18.7,UPI,Verified
INV004201,2024-11-13,101207,REDEMPTION,324487,Telangana,Hyderabad,T30,36-45,Male,20.2,UPI,Verified
INV003313,2024-11-13,149324,LUMPSUM,169869,Delhi,Noida,T30,26-35,Male,16.1,Net Banking,Verified
INV000759,2024-11-13,119551,LUMPSUM,224301,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Verified
INV001539,2024-11-13,120506,SIP,2856,Madhya Pradesh,Indore,T30,36-45,Male,32.1,Cheque,Verified
INV000263,2024-11-13,118632,LUMPSUM,204278,Madhya Pradesh,Bhopal,B30,56+,Male,21.8,Cheque,Verified
INV002324,2024-11-13,102887,REDEMPTION,290042,Karnataka,Bangalore,T30,26-35,Male,16.2,UPI,Verified
INV003252,2024-11-13,125498,SIP,4316,Tamil Nadu,Chennai,T30,46-55,Male,95.5,Mandate,Verified
INV002685,2024-11-13,120504,LUMPSUM,134773,Madhya Pradesh,Bhopal,B30,18-25,Male,3.7,UPI,Verified
INV004855,2024-11-13,119120,LUMPSUM,133264,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,UPI,Verified
INV002098,2024-11-13,118633,LUMPSUM,88363,Gujarat,Ahmedabad,T30,26-35,Male,15.6,Mandate,Verified
INV001830,2024-11-13,118636,SIP,2822,Karnataka,Bangalore,T30,26-35,Male,6.2,Mandate,Verified
INV000552,2024-11-13,101207,SIP,14869,Uttar Pradesh,Lucknow,T30,36-45,Female,35.8,Cheque,Verified
INV000887,2024-11-13,149322,SIP,50095,Tamil Nadu,Coimbatore,B30,36-45,Male,53.9,Net Banking,Verified
INV002373,2024-11-13,125497,LUMPSUM,392604,Maharashtra,Pune,T30,36-45,Male,56.3,Net Banking,Verified
INV000244,2024-11-13,118633,REDEMPTION,243047,Telangana,Hyderabad,T30,26-35,Male,24.9,Net Banking,Pending
INV001025,2024-11-13,120503,SIP,2276,Maharashtra,Pune,T30,18-25,Male,5.7,Net Banking,Verified
INV003617,2024-11-13,149323,SIP,8805,Maharashtra,Pune,T30,36-45,Male,39.0,Net Banking,Verified
INV004910,2024-11-13,119120,LUMPSUM,397969,Karnataka,Mysore,B30,26-35,Female,22.7,Cheque,Verified
INV002202,2024-11-13,118636,SIP,1051,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Cheque,Verified
INV000834,2024-11-13,101207,SIP,2008,Uttar Pradesh,Agra,B30,18-25,Female,6.6,UPI,Verified
INV004439,2024-11-13,120842,LUMPSUM,280154,Haryana,Faridabad,B30,26-35,Male,8.6,Cheque,Verified
INV002270,2024-11-13,120842,REDEMPTION,105223,Madhya Pradesh,Indore,T30,46-55,Female,23.9,Cheque,Verified
INV003462,2024-11-13,149324,SIP,6435,Rajasthan,Jaipur,T30,26-35,Female,24.3,UPI,Verified
INV004361,2024-11-13,101208,SIP,2857,Haryana,Faridabad,B30,26-35,Female,18.4,UPI,Verified
INV004687,2024-11-13,119551,LUMPSUM,450329,Madhya Pradesh,Bhopal,B30,36-45,Female,15.1,Cheque,Pending
INV000581,2024-11-13,149324,SIP,29223,Tamil Nadu,Coimbatore,B30,36-45,Male,26.4,Net Banking,Verified
INV001186,2024-11-13,119094,REDEMPTION,565126,Maharashtra,Pune,T30,26-35,Male,19.8,UPI,Verified
INV004974,2024-11-13,119093,SIP,2484,Gujarat,Ahmedabad,T30,56+,Female,62.6,Mandate,Verified
INV003242,2024-11-13,120844,LUMPSUM,28511,Punjab,Chandigarh,T30,26-35,Female,18.1,Net Banking,Verified
INV002834,2024-11-13,120841,REDEMPTION,530290,West Bengal,Kolkata,T30,18-25,Male,6.9,Mandate,Verified
INV004130,2024-11-13,101207,REDEMPTION,292405,Punjab,Amritsar,B30,36-45,Male,57.9,Cheque,Verified
INV000239,2024-11-13,120503,SIP,875,Punjab,Amritsar,B30,36-45,Female,13.2,Mandate,Verified
INV001314,2024-11-13,100016,SIP,6208,Gujarat,Ahmedabad,T30,26-35,Female,19.2,Cheque,Verified
INV000531,2024-11-13,120505,SIP,11643,Delhi,Gurugram,T30,56+,Male,64.9,Net Banking,Verified
INV003978,2024-11-13,118636,SIP,2233,Telangana,Hyderabad,T30,26-35,Female,6.2,UPI,Verified
INV001314,2024-11-13,119094,SIP,48898,Gujarat,Ahmedabad,T30,26-35,Female,19.2,Cheque,Verified
INV002302,2024-11-13,100016,LUMPSUM,10954,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,Verified
INV001514,2024-11-13,120504,SIP,11262,Delhi,Gurugram,T30,46-55,Male,75.8,Net Banking,Verified
INV000241,2024-11-13,125498,REDEMPTION,125453,Telangana,Hyderabad,T30,26-35,Female,16.5,Mandate,Verified
INV000433,2024-11-13,119094,SIP,8521,Punjab,Amritsar,B30,36-45,Male,56.4,Cheque,Verified
INV001219,2024-11-13,120507,SIP,8458,West Bengal,Kolkata,T30,26-35,Male,18.4,Cheque,Verified
INV003235,2024-11-13,118633,SIP,502,Haryana,Faridabad,B30,56+,Male,19.0,Mandate,Verified
INV004265,2024-11-13,125497,REDEMPTION,268888,Punjab,Amritsar,B30,18-25,Male,7.6,Mandate,Verified
INV000020,2024-11-13,119598,LUMPSUM,383395,Delhi,Noida,T30,36-45,Female,17.0,Cheque,Pending
INV004987,2024-11-13,125497,LUMPSUM,411086,Telangana,Hyderabad,T30,46-55,Male,37.1,Cheque,Pending
INV001886,2024-11-13,120507,SIP,20611,Haryana,Gurugram,T30,18-25,Male,7.7,Cheque,Verified
INV000479,2024-11-13,125497,SIP,44344,Maharashtra,Pune,T30,18-25,Male,4.2,Cheque,Verified
INV003936,2024-11-13,148568,REDEMPTION,92429,Punjab,Chandigarh,T30,36-45,Male,19.8,Net Banking,Verified
INV001730,2024-11-13,125498,SIP,22227,Telangana,Hyderabad,T30,26-35,Male,13.0,Net Banking,Verified
INV003751,2024-11-13,120843,LUMPSUM,268369,Delhi,New Delhi,T30,26-35,Male,14.1,Mandate,Verified
INV003789,2024-11-13,119094,LUMPSUM,218218,Rajasthan,Udaipur,B30,36-45,Male,29.9,Mandate,Verified
INV002013,2024-11-13,119551,SIP,8877,Rajasthan,Jaipur,T30,46-55,Male,30.2,Mandate,Verified
INV001974,2024-11-13,119094,LUMPSUM,288388,Tamil Nadu,Chennai,T30,56+,Male,64.3,Cheque,Verified
INV001044,2024-11-13,118635,SIP,1007,Gujarat,Surat,T30,26-35,Male,14.5,Cheque,Verified
INV000287,2024-11-13,120844,SIP,908,Uttar Pradesh,Kanpur,B30,56+,Female,15.9,Cheque,Verified
INV002346,2024-11-13,100033,REDEMPTION,16262,Maharashtra,Mumbai,T30,36-45,Male,54.5,Cheque,Verified
INV003593,2024-11-13,120841,SIP,15083,Karnataka,Bangalore,T30,26-35,Female,21.6,UPI,Verified
INV003157,2024-11-13,120842,SIP,3126,Maharashtra,Pune,T30,36-45,Male,44.7,UPI,Verified
INV004180,2024-11-13,120504,SIP,8445,Madhya Pradesh,Bhopal,B30,26-35,Male,17.2,Cheque,Verified
INV000544,2024-11-13,101207,SIP,1197,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Net Banking,Verified
INV002186,2024-11-13,119598,SIP,1893,Haryana,Faridabad,B30,18-25,Female,7.9,UPI,Verified
INV002185,2024-11-13,119552,SIP,17713,Punjab,Chandigarh,T30,26-35,Male,21.0,Mandate,Verified
INV000658,2024-11-14,119094,SIP,46253,Gujarat,Ahmedabad,T30,26-35,Male,14.1,Mandate,Verified
INV004380,2024-11-14,119552,REDEMPTION,23568,Gujarat,Surat,T30,36-45,Male,16.6,Mandate,Verified
INV003261,2024-11-14,119552,SIP,2927,Punjab,Amritsar,B30,26-35,Male,10.5,Net Banking,Verified
INV000220,2024-11-14,119092,LUMPSUM,196315,Uttar Pradesh,Lucknow,T30,36-45,Male,48.1,Cheque,Verified
INV000856,2024-11-14,125497,SIP,2349,Madhya Pradesh,Indore,T30,26-35,Male,24.8,Cheque,Verified
INV001025,2024-11-14,120504,SIP,1174,Maharashtra,Pune,T30,18-25,Male,5.7,UPI,Verified
INV002275,2024-11-14,118636,LUMPSUM,281689,Maharashtra,Mumbai,T30,18-25,Male,7.1,UPI,Verified
INV001116,2024-11-14,148568,SIP,814,Haryana,Faridabad,B30,36-45,Male,17.8,Net Banking,Verified
INV002700,2024-11-14,120506,REDEMPTION,49358,Tamil Nadu,Coimbatore,B30,26-35,Male,8.1,UPI,Verified
INV000192,2024-11-14,125497,REDEMPTION,448844,Haryana,Faridabad,B30,26-35,Male,24.4,Net Banking,Verified
INV002944,2024-11-14,119551,LUMPSUM,482809,Karnataka,Mysore,B30,36-45,Female,28.1,Net Banking,Verified
INV004820,2024-11-14,119094,LUMPSUM,339263,Punjab,Chandigarh,T30,26-35,Male,10.4,Net Banking,Verified
INV002261,2024-11-14,120505,SIP,490,Uttar Pradesh,Kanpur,B30,18-25,Male,5.0,UPI,Verified
INV001020,2024-11-14,100016,LUMPSUM,446646,Maharashtra,Mumbai,T30,26-35,Female,13.5,UPI,Verified
INV000651,2024-11-14,125498,REDEMPTION,132885,Delhi,New Delhi,T30,18-25,Male,6.0,Cheque,Verified
INV004519,2024-11-14,101208,LUMPSUM,149035,Tamil Nadu,Coimbatore,B30,18-25,Female,6.2,Mandate,Verified
INV004845,2024-11-14,118633,LUMPSUM,389605,West Bengal,Kolkata,T30,18-25,Male,7.5,Net Banking,Verified
INV002488,2024-11-14,102885,SIP,53790,Delhi,Gurugram,T30,26-35,Male,12.2,UPI,Verified
INV001241,2024-11-14,119120,REDEMPTION,78479,Tamil Nadu,Chennai,T30,36-45,Female,18.3,Mandate,Verified
INV001943,2024-11-14,118636,SIP,1021,West Bengal,Kolkata,T30,56+,Female,28.3,Mandate,Verified
INV002104,2024-11-14,118636,SIP,537,Maharashtra,Mumbai,T30,26-35,Female,15.0,UPI,Verified
INV002896,2024-11-14,120842,LUMPSUM,50619,Maharashtra,Nashik,B30,26-35,Male,21.5,Mandate,Verified
INV002767,2024-11-14,125498,SIP,524,Madhya Pradesh,Indore,T30,26-35,Male,10.8,Cheque,Verified
INV004191,2024-11-14,100025,LUMPSUM,228290,Maharashtra,Nashik,B30,26-35,Female,19.5,Mandate,Verified
INV001439,2024-11-14,119095,REDEMPTION,171310,Karnataka,Bangalore,T30,18-25,Female,5.3,UPI,Pending
INV003855,2024-11-14,101207,SIP,28194,Haryana,Faridabad,B30,56+,Male,58.1,UPI,Verified
INV000678,2024-11-14,119599,REDEMPTION,235338,Gujarat,Surat,T30,26-35,Male,19.1,Mandate,Verified
INV000658,2024-11-14,125497,SIP,25805,Gujarat,Ahmedabad,T30,26-35,Male,14.1,UPI,Verified
INV000511,2024-11-14,148569,LUMPSUM,124454,Punjab,Chandigarh,T30,46-55,Male,88.7,UPI,Verified
INV003125,2024-11-14,102885,SIP,456,Punjab,Chandigarh,T30,36-45,Female,30.8,Net Banking,Verified
INV002800,2024-11-14,119092,SIP,50876,West Bengal,Kolkata,T30,36-45,Male,51.9,UPI,Verified
INV001110,2024-11-14,118633,SIP,8502,Punjab,Amritsar,B30,26-35,Male,21.9,Cheque,Verified
INV004650,2024-11-14,120505,LUMPSUM,73400,Punjab,Chandigarh,T30,56+,Male,28.2,UPI,Verified
INV002148,2024-11-14,149324,SIP,8701,Uttar Pradesh,Lucknow,T30,26-35,Male,9.8,Net Banking,Verified
INV004419,2024-11-14,120507,LUMPSUM,425726,Karnataka,Mysore,B30,18-25,Female,3.1,Net Banking,Verified
INV004006,2024-11-14,120506,SIP,9190,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,Net Banking,Pending
INV000242,2024-11-14,101208,SIP,4365,Maharashtra,Nashik,B30,36-45,Male,40.2,Mandate,Verified
INV002227,2024-11-14,149323,SIP,6287,Uttar Pradesh,Lucknow,T30,26-35,Female,12.5,UPI,Verified
INV000029,2024-11-14,102886,REDEMPTION,508769,Rajasthan,Udaipur,B30,26-35,Female,7.6,UPI,Verified
INV003487,2024-11-14,100033,REDEMPTION,506262,Gujarat,Ahmedabad,T30,26-35,Female,12.0,Net Banking,Verified
INV003351,2024-11-14,118634,SIP,2467,Delhi,New Delhi,T30,26-35,Male,9.5,UPI,Verified
INV003552,2024-11-14,120844,SIP,1873,Gujarat,Surat,T30,26-35,Male,17.0,Cheque,Verified
INV000876,2024-11-14,125497,REDEMPTION,134352,Tamil Nadu,Chennai,T30,26-35,Male,17.4,Mandate,Pending
INV002325,2024-11-14,119093,SIP,4411,Rajasthan,Udaipur,B30,36-45,Male,48.8,UPI,Verified
INV003005,2024-11-14,101206,SIP,25977,Punjab,Amritsar,B30,26-35,Male,24.5,UPI,Verified
INV004063,2024-11-14,120505,SIP,28264,Haryana,Gurugram,T30,36-45,Male,19.3,Mandate,Verified
INV003563,2024-11-14,149324,SIP,28778,Haryana,Gurugram,T30,46-55,Male,41.8,Cheque,Verified
INV000944,2024-11-14,120504,SIP,541,Haryana,Faridabad,B30,36-45,Female,16.9,UPI,Verified
INV000237,2024-11-14,118634,LUMPSUM,11228,Delhi,Gurugram,T30,36-45,Male,43.0,UPI,Verified
INV004460,2024-11-14,100016,SIP,906,Haryana,Gurugram,T30,26-35,Male,24.7,Cheque,Verified
INV004629,2024-11-14,102887,SIP,3483,Karnataka,Bangalore,T30,18-25,Female,4.9,Cheque,Verified
INV002141,2024-11-14,119095,SIP,46479,Delhi,New Delhi,T30,46-55,Male,36.2,Mandate,Verified
INV004932,2024-11-14,148567,LUMPSUM,398520,Tamil Nadu,Chennai,T30,26-35,Female,21.1,UPI,Verified
INV003190,2024-11-14,119095,SIP,2734,Punjab,Chandigarh,T30,26-35,Female,19.6,Cheque,Verified
INV002586,2024-11-14,118636,LUMPSUM,32000,West Bengal,Kolkata,T30,26-35,Female,9.1,Mandate,Verified
INV000094,2024-11-14,101207,SIP,12695,West Bengal,Kolkata,T30,18-25,Male,3.7,UPI,Verified
INV000590,2024-11-14,118632,SIP,9456,Gujarat,Ahmedabad,T30,36-45,Male,23.3,Cheque,Verified
INV004794,2024-11-14,118633,SIP,2200,Rajasthan,Udaipur,B30,36-45,Female,46.0,Cheque,Verified
INV003419,2024-11-14,149324,LUMPSUM,139656,Maharashtra,Pune,T30,18-25,Male,5.3,Cheque,Verified
INV001966,2024-11-14,119599,SIP,2674,Telangana,Hyderabad,T30,18-25,Male,4.0,Net Banking,Verified
INV004314,2024-11-14,125497,REDEMPTION,42040,Haryana,Gurugram,T30,26-35,Male,19.2,UPI,Verified
INV002993,2024-11-14,149322,SIP,27093,Maharashtra,Pune,T30,46-55,Male,36.0,Net Banking,Verified
INV004069,2024-11-14,120506,SIP,17240,Delhi,Noida,T30,26-35,Male,21.8,Net Banking,Verified
INV004314,2024-11-14,119092,SIP,2305,Haryana,Gurugram,T30,26-35,Male,19.2,Mandate,Verified
INV001689,2024-11-14,125497,SIP,25078,Haryana,Faridabad,B30,36-45,Male,40.4,UPI,Verified
INV001552,2024-11-14,102885,LUMPSUM,130167,Rajasthan,Jaipur,T30,46-55,Female,68.5,Mandate,Verified
INV001751,2024-11-14,149322,SIP,22576,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Cheque,Verified
INV003055,2024-11-14,119599,SIP,5162,Madhya Pradesh,Indore,T30,26-35,Female,18.0,UPI,Verified
INV003018,2024-11-14,100033,SIP,2331,Delhi,Gurugram,T30,36-45,Male,14.1,Net Banking,Verified
INV001001,2024-11-14,102887,SIP,953,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Net Banking,Verified
INV003902,2024-11-14,102885,SIP,811,Karnataka,Mysore,B30,26-35,Male,23.1,UPI,Verified
INV003493,2024-11-14,101207,SIP,2392,Gujarat,Surat,T30,18-25,Male,4.2,Mandate,Verified
